id,class,class_id,prob
9156739011499789258,nyamachoma,9,0.8347786664962769
2049465964503133373,kachumbari,3,0.6175750494003296
6446998501027132988,nyamachoma,9,0.8386207222938538
4194396063119815321,ugali,12,0.9990202188491821
9018117998187006009,mandazi,5,0.5429641604423523
6246759883907852128,masalachips,6,0.9999549388885498
16478122708528316044,nyamachoma,9,0.996468186378479
14045745760440690312,chapati,1,0.285652220249176
7872954221890963019,matoke,7,0.5043003559112549
4868486697531317477,chapati,1,0.9997430443763733
1553184083042063886,chapati,1,0.99528968334198
16150381593558613667,nyamachoma,9,0.6837365627288818
10748063253389367191,kachumbari,3,0.9570165276527405
7678641842478065807,githeri,2,0.8304580450057983
1836395629110611498,masalachips,6,0.8239991664886475
7012179965129100386,ugali,12,0.9928574562072754
10845272713647403861,sukumawiki,11,0.8940938711166382
12076092859851631966,nyamachoma,9,0.9986276626586914
4274441265593863943,nyamachoma,9,0.8829353451728821
378295533330079115,chapati,1,0.9997376799583435
11993608360875146910,masalachips,6,0.9651776552200317
15124601588601977470,chapati,1,0.9997619986534119
14510735002641936346,githeri,2,0.9893378019332886
3551710730860252797,chapati,1,0.8080747723579407
9747940763924069508,nyamachoma,9,0.9200688600540161
14524516184482112107,kachumbari,3,0.33079472184181213
14972385907001542357,chapati,1,0.9987884163856506
11525666882164779739,bhaji,0,0.3947887122631073
12352579916842867652,chapati,1,0.994492769241333
6381810042027465099,nyamachoma,9,0.9968252182006836
1820280516107246454,matoke,7,0.9963700771331787
3386800443469418132,bhaji,0,0.7421633005142212
4711036524470639280,pilau,10,0.9918267726898193
12768257978219958878,masalachips,6,0.825964093208313
16957067880792897424,masalachips,6,0.45480483770370483
7136939377674940311,ugali,12,0.9966229200363159
8116123868165089883,ugali,12,0.5995602607727051
12714720349333631297,chapati,1,0.9959489107131958
13250986353851418035,chapati,1,0.999834418296814
12177996140980390810,githeri,2,0.9760177135467529
12890258924022188867,mandazi,5,0.9998778104782104
15017846103792770311,githeri,2,0.49337032437324524
13406266595115779191,ugali,12,0.9993987083435059
8064953204903028586,matoke,7,0.9949228167533875
5069828705950569129,mandazi,5,0.9982712268829346
10110582739476753591,mandazi,5,0.43467360734939575
12295810728359605251,githeri,2,0.9786957502365112
