id,class,class_id,prob
9156739011499789258,nyamachoma,9,0.7659282684326172
2049465964503133373,kachumbari,3,0.6975617408752441
6446998501027132988,nyamachoma,9,0.9786748886108398
4194396063119815321,ugali,12,0.999731719493866
9018117998187006009,mandazi,5,0.77838534116745
6246759883907852128,masalachips,6,0.9999613761901855
16478122708528316044,nyamachoma,9,0.9962117671966553
14045745760440690312,masalachips,6,0.2639048099517822
7872954221890963019,matoke,7,0.7986859679222107
4868486697531317477,chapati,1,0.9993890523910522
1553184083042063886,chapati,1,0.9882963299751282
16150381593558613667,bhaji,0,0.4450360834598541
10748063253389367191,kachumbari,3,0.8308759331703186
7678641842478065807,githeri,2,0.6042343974113464
1836395629110611498,masalachips,6,0.589276909828186
7012179965129100386,ugali,12,0.9389950633049011
10845272713647403861,sukumawiki,11,0.8459683656692505
12076092859851631966,nyamachoma,9,0.9834381937980652
4274441265593863943,nyamachoma,9,0.965095043182373
378295533330079115,chapati,1,0.9994049072265625
11993608360875146910,masalachips,6,0.9867730736732483
15124601588601977470,chapati,1,0.9995965361595154
14510735002641936346,githeri,2,0.9834455847740173
3551710730860252797,mandazi,5,0.49737563729286194
9747940763924069508,nyamachoma,9,0.9312772154808044
14524516184482112107,matoke,7,0.5618557333946228
14972385907001542357,chapati,1,0.9975221753120422
11525666882164779739,masalachips,6,0.5400264263153076
12352579916842867652,chapati,1,0.9964321851730347
6381810042027465099,nyamachoma,9,0.9968024492263794
1820280516107246454,matoke,7,0.9969130754470825
3386800443469418132,bhaji,0,0.5355624556541443
4711036524470639280,pilau,10,0.9775436520576477
12768257978219958878,masalachips,6,0.9894188046455383
16957067880792897424,nyamachoma,9,0.5875479578971863
7136939377674940311,ugali,12,0.9894827604293823
8116123868165089883,sukumawiki,11,0.5119041800498962
12714720349333631297,chapati,1,0.9836562871932983
13250986353851418035,chapati,1,0.9998607635498047
12177996140980390810,githeri,2,0.9952267408370972
12890258924022188867,mandazi,5,0.9997729659080505
15017846103792770311,githeri,2,0.8180512189865112
13406266595115779191,ugali,12,0.9979350566864014
8064953204903028586,matoke,7,0.9992377758026123
5069828705950569129,mandazi,5,0.9958779811859131
10110582739476753591,mandazi,5,0.5513709783554077
12295810728359605251,githeri,2,0.9869297742843628
6901262699491525201,mandazi,5,0.9996102452278137
18345681561108186439,githeri,2,0.9990192651748657
14180072963460703831,nyamachoma,9,0.9966223239898682
7817844030831091189,sukumawiki,11,0.7296484112739563
1014758634312903488,masalachips,6,0.4735642969608307
12190229724565779094,ugali,12,0.9661798477172852
14262882924647087716,mandazi,5,0.9999123811721802
1106694991546983314,kachumbari,3,0.5433217287063599
2824555299549354995,masalachips,6,0.9853552579879761
15008606007081715042,chapati,1,0.9993420243263245
15074122413915912633,mandazi,5,0.9174906611442566
17237943203754196098,nyamachoma,9,0.7407231330871582
11750276302507587184,nyamachoma,9,0.9909866452217102
988574772261623475,githeri,2,0.9962526559829712
2910467219646285575,masalachips,6,0.9999860525131226
982109183056815075,mandazi,5,0.9914655089378357
5993711308710164914,chapati,1,0.8192943334579468
10891132468026687488,ugali,12,0.9973387122154236
5561760193647370049,chapati,1,0.9939129948616028
11933447057896498110,mandazi,5,0.9950454235076904
18403896937644910866,bhaji,0,0.3316498100757599
1173586271487070643,nyamachoma,9,0.9972246885299683
11494506886140471019,mandazi,5,0.9988672733306885
13106084860451128932,bhaji,0,0.6995947360992432
16613706322518465182,matoke,7,0.7736300230026245
13553859105330776750,mukimo,8,0.9991760849952698
3335148740868677310,bhaji,0,0.6478647589683533
12831757841808404416,nyamachoma,9,0.42892780900001526
8196388079885693776,masalachips,6,0.9928996562957764
10535164608254533949,mukimo,8,0.9744312763214111
10954539690037219490,githeri,2,0.9910809397697449
4059811277090856517,sukumawiki,11,0.9988390803337097
9388962691197438734,nyamachoma,9,0.8971104621887207
13843672218362106083,ugali,12,0.9991574287414551
16562815677981514851,sukumawiki,11,0.3892672061920166
13517487854360157108,nyamachoma,9,0.9856789708137512
13319384938647182256,nyamachoma,9,0.9284550547599792
16273186685497510505,pilau,10,0.9870217442512512
1697974532803824405,masalachips,6,0.8642769455909729
16903252693459438162,chapati,1,0.999653697013855
1969860806706222385,kachumbari,3,0.908586323261261
16346221003002318158,masalachips,6,0.9980987906455994
