id,class,class_id,prob
9156739011499789258,nyamachoma,9,0.8860288858413696
2049465964503133373,kachumbari,3,0.49261587858200073
6446998501027132988,nyamachoma,9,0.9969242215156555
4194396063119815321,ugali,12,0.9982274174690247
9018117998187006009,mandazi,5,0.7241248488426208
6246759883907852128,masalachips,6,0.9998921155929565
16478122708528316044,nyamachoma,9,0.9984435439109802
14045745760440690312,kachumbari,3,0.23237170279026031
7872954221890963019,matoke,7,0.4818726181983948
4868486697531317477,chapati,1,0.9996840953826904
1553184083042063886,chapati,1,0.9865584969520569
16150381593558613667,nyamachoma,9,0.4170679748058319
10748063253389367191,kachumbari,3,0.880976140499115
7678641842478065807,githeri,2,0.9975800514221191
1836395629110611498,nyamachoma,9,0.347773015499115
7012179965129100386,ugali,12,0.7966890931129456
10845272713647403861,sukumawiki,11,0.7070320844650269
12076092859851631966,nyamachoma,9,0.9989622831344604
4274441265593863943,nyamachoma,9,0.9027324914932251
378295533330079115,chapati,1,0.9992830157279968
11993608360875146910,masalachips,6,0.9623258709907532
15124601588601977470,chapati,1,0.9996877908706665
14510735002641936346,githeri,2,0.9777065515518188
3551710730860252797,chapati,1,0.929140031337738
9747940763924069508,nyamachoma,9,0.927051305770874
14524516184482112107,kachumbari,3,0.5135314464569092
14972385907001542357,chapati,1,0.9964969754219055
11525666882164779739,masalachips,6,0.42935818433761597
12352579916842867652,chapati,1,0.9933235049247742
6381810042027465099,nyamachoma,9,0.9946314096450806
1820280516107246454,matoke,7,0.986812174320221
3386800443469418132,nyamachoma,9,0.4587307870388031
4711036524470639280,pilau,10,0.9625703692436218
12768257978219958878,masalachips,6,0.8905435800552368
16957067880792897424,nyamachoma,9,0.5334072113037109
7136939377674940311,ugali,12,0.9880092740058899
8116123868165089883,ugali,12,0.9098654985427856
12714720349333631297,chapati,1,0.9865773916244507
13250986353851418035,chapati,1,0.9976934790611267
12177996140980390810,githeri,2,0.9940935969352722
12890258924022188867,mandazi,5,0.9996590614318848
15017846103792770311,githeri,2,0.9529671669006348
13406266595115779191,ugali,12,0.9994065761566162
8064953204903028586,matoke,7,0.9976819753646851
5069828705950569129,mandazi,5,0.9950876832008362
10110582739476753591,mandazi,5,0.9021167755126953
12295810728359605251,githeri,2,0.9915847778320312
6901262699491525201,mandazi,5,0.9985160231590271
18345681561108186439,githeri,2,0.9984622001647949
14180072963460703831,nyamachoma,9,0.997921884059906
7817844030831091189,sukumawiki,11,0.5595730543136597
1014758634312903488,masalachips,6,0.3502061665058136
12190229724565779094,ugali,12,0.9979006052017212
14262882924647087716,mandazi,5,0.9976388216018677
1106694991546983314,sukumawiki,11,0.842119574546814
2824555299549354995,masalachips,6,0.9738765954971313
15008606007081715042,chapati,1,0.998023509979248
15074122413915912633,mandazi,5,0.712469220161438
17237943203754196098,kukuchoma,4,0.6472349762916565
11750276302507587184,nyamachoma,9,0.9953493475914001
988574772261623475,githeri,2,0.999314546585083
2910467219646285575,masalachips,6,0.9999675750732422
982109183056815075,mandazi,5,0.9883698225021362
5993711308710164914,chapati,1,0.8273705244064331
10891132468026687488,ugali,12,0.982455849647522
5561760193647370049,chapati,1,0.9964550733566284
11933447057896498110,mandazi,5,0.994749128818512
18403896937644910866,masalachips,6,0.5682543516159058
1173586271487070643,nyamachoma,9,0.9891315698623657
11494506886140471019,mandazi,5,0.9909821152687073
13106084860451128932,bhaji,0,0.8829155564308167
16613706322518465182,pilau,10,0.21442624926567078
13553859105330776750,mukimo,8,0.996403694152832
3335148740868677310,sukumawiki,11,0.2919926643371582
12831757841808404416,kachumbari,3,0.3656231760978699
8196388079885693776,masalachips,6,0.9954732060432434
10535164608254533949,mukimo,8,0.9904955625534058
10954539690037219490,githeri,2,0.9932129383087158
4059811277090856517,sukumawiki,11,0.9989953637123108
9388962691197438734,nyamachoma,9,0.920326828956604
13843672218362106083,ugali,12,0.997700035572052
16562815677981514851,ugali,12,0.49008435010910034
13517487854360157108,nyamachoma,9,0.9953299760818481
13319384938647182256,nyamachoma,9,0.9373304843902588
16273186685497510505,pilau,10,0.9825763702392578
1697974532803824405,masalachips,6,0.8605046272277832
16903252693459438162,chapati,1,0.9983437061309814
1969860806706222385,kachumbari,3,0.9536782503128052
16346221003002318158,masalachips,6,0.9950453042984009
12431941384907995104,nyamachoma,9,0.9920094013214111
5634936085032883235,nyamachoma,9,0.3032468259334564
6919287004125397271,chapati,1,0.9896584153175354
761270166752000015,nyamachoma,9,0.25594431161880493
2297886573487684944,ugali,12,0.7688612341880798
8122302957309708656,githeri,2,0.9626631140708923
10797822793240488233,chapati,1,0.5550267100334167
1686713138475937211,matoke,7,0.9838441014289856
12304585492801821345,masalachips,6,0.9984657764434814
15549099511346145382,ugali,12,0.9961485862731934
5134535133102715871,chapati,1,0.4516696333885193
14534943687071186959,mandazi,5,0.8993117213249207
3661055381603002730,masalachips,6,0.9859412312507629
17265890521318489894,githeri,2,0.4152976870536804
3400137384372973994,pilau,10,0.9231504201889038
14977836354102447397,chapati,1,0.9916497468948364
9783693169806472726,ugali,12,0.8828582167625427
1357774156620403185,pilau,10,0.3806328773498535
8252559831012063925,mandazi,5,0.9977071285247803
11626675398845327226,kachumbari,3,0.9805600643157959
12165321421457961757,chapati,1,0.6817236542701721
